,Problem,spc,n_formulae,n_atoms,contains_include,full_file_name
10655,GEG012^1.p, TH0_THM_EQU_NAR,98.0,173.0,,TPTP-v9.0.0/Problems/GEG/GEG012^1.p
10656,GEG004^1.p, TH0_CSA_EQU_NAR,98.0,171.0,,TPTP-v9.0.0/Problems/GEG/GEG004^1.p
10657,GEG010^1.p, TH0_THM_EQU_NAR,98.0,171.0,,TPTP-v9.0.0/Problems/GEG/GEG010^1.p
10658,GEG011^1.p, TH0_THM_EQU_NAR,98.0,173.0,,TPTP-v9.0.0/Problems/GEG/GEG011^1.p
10659,GEG005^1.p, TH0_THM_EQU_NAR,98.0,170.0,,TPTP-v9.0.0/Problems/GEG/GEG005^1.p
10660,GEG020^1.p, TH0_THM_EQU_NAR,98.0,173.0,,TPTP-v9.0.0/Problems/GEG/GEG020^1.p
10661,GEG025_1.p, TF0_THM_EQU_ARI,11.0,24.0,,TPTP-v9.0.0/Problems/GEG/GEG025_1.p
10662,GEG008^1.p, TH0_THM_EQU_NAR,98.0,171.0,,TPTP-v9.0.0/Problems/GEG/GEG008^1.p
10663,GEG009^1.p, TH0_THM_EQU_NAR,98.0,171.0,,TPTP-v9.0.0/Problems/GEG/GEG009^1.p
10664,GEG024_1.p, TF0_THM_EQU_ARI,11.0,24.0,,TPTP-v9.0.0/Problems/GEG/GEG024_1.p
10665,GEG023_1.p, TF0_THM_EQU_ARI,10.0,16.0,,TPTP-v9.0.0/Problems/GEG/GEG023_1.p
10666,GEG022_1.p, TF0_THM_EQU_ARI,10.0,16.0,,TPTP-v9.0.0/Problems/GEG/GEG022_1.p
10667,GEG001+1.p, FOF_SAT_RFO_SEQ,1.0,914.0,,TPTP-v9.0.0/Problems/GEG/GEG001+1.p
10668,GEG019^1.p, TH0_THM_EQU_NAR,98.0,173.0,,TPTP-v9.0.0/Problems/GEG/GEG019^1.p
10669,GEG018^1.p, TH0_THM_EQU_NAR,98.0,170.0,,TPTP-v9.0.0/Problems/GEG/GEG018^1.p
10670,GEG021_1.p, TF0_THM_EQU_ARI,10.0,16.0,,TPTP-v9.0.0/Problems/GEG/GEG021_1.p
10671,SWV185+1.p, FOF_THM_RFO_SEQ,92.0,289.0,,TPTP-v9.0.0/Problems/SWV/SWV185+1.p
10672,SWV273-2.p, CNF_UNS_RFO_NEQ_HRN,,,,TPTP-v9.0.0/Problems/SWV/SWV273-2.p
10673,SWV267-2.p, CNF_UNS_RFO_NEQ_HRN,,,,TPTP-v9.0.0/Problems/SWV/SWV267-2.p
10674,SWV191+1.p, FOF_THM_RFO_SEQ,85.0,281.0,,TPTP-v9.0.0/Problems/SWV/SWV191+1.p
10675,SWV421-1.200.p, CNF_UNS_EPR_NEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV421-1.200.p
10676,SWV359-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV359-1.p
10677,SWV146+1.p, FOF_THM_RFO_SEQ,85.0,251.0,,TPTP-v9.0.0/Problems/SWV/SWV146+1.p
10678,SWV504-1.040.p, CNF_SAT_RFO_EQU_NUE,,,,TPTP-v9.0.0/Problems/SWV/SWV504-1.040.p
10679,SWV514-1.040.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/SWV/SWV514-1.040.p
10680,SWV152+1.p, FOF_THM_RFO_SEQ,85.0,252.0,,TPTP-v9.0.0/Problems/SWV/SWV152+1.p
10681,SWV577_5.p, TF1_UNK_EQU_NAR,215.0,246.0,,TPTP-v9.0.0/Problems/SWV/SWV577_5.p
10682,SWV298-2.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV298-2.p
10683,SWV549-1.004.p, CNF_SAT_RFO_EQU_NUE,,,,TPTP-v9.0.0/Problems/SWV/SWV549-1.004.p
10684,SWV387+1.p, FOF_THM_RFO_SEQ,43.0,88.0,,TPTP-v9.0.0/Problems/SWV/SWV387+1.p
10685,SWV601-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV601-1.p
10686,SWV559-1.004.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/SWV/SWV559-1.004.p
10687,SWV393+1.p, FOF_THM_RFO_SEQ,19.0,42.0,,TPTP-v9.0.0/Problems/SWV/SWV393+1.p
10688,SWV615-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV615-1.p
10689,SWV629-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV629-1.p
10690,SWV515-1.050.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/SWV/SWV515-1.050.p
10691,SWV378+1.p, FOF_THM_RFO_SEQ,42.0,84.0,,TPTP-v9.0.0/Problems/SWV/SWV378+1.p
10692,SWV826-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV826-1.p
10693,SWV775_5.p, TF1_UNK_EQU_NAR,155.0,264.0,,TPTP-v9.0.0/Problems/SWV/SWV775_5.p
10694,SWV832-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV832-1.p
10695,SWV505-1.050.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/SWV/SWV505-1.050.p
10696,SWV483+2.p, FOF_CSA_EPR_SEQ,75.0,213.0,,TPTP-v9.0.0/Problems/SWV/SWV483+2.p
10697,SWV013-1.p, CNF_SAT_RFO_NEQ,,,,TPTP-v9.0.0/Problems/SWV/SWV013-1.p
10698,SWV775-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV775-1.p
10699,SWV761-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV761-1.p
10700,SWV007-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV007-1.p
10701,SWV749-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV749-1.p
10702,SWV991-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV991-1.p
10703,SWV985-1.p, CNF_UNS_RFO_SEQ_HRN,,,,TPTP-v9.0.0/Problems/SWV/SWV985-1.p
10704,SWV230+1.p, FOF_THM_RFO_SEQ,85.0,286.0,,TPTP-v9.0.0/Problems/SWV/SWV230+1.p
10705,SWV224+1.p, FOF_THM_RFO_SEQ,85.0,332.0,,TPTP-v9.0.0/Problems/SWV/SWV224+1.p
10706,SWV629_5.p, TF1_THM_EQU_NAR,205.0,306.0,,TPTP-v9.0.0/Problems/SWV/SWV629_5.p
10707,SWV438^1.p, TH0_THM_EQU_NAR,280.0,957.0,,TPTP-v9.0.0/Problems/SWV/SWV438^1.p
10708,SWV952-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV952-1.p
10709,SWV601_5.p, TF1_UNK_EQU_NAR,169.0,252.0,,TPTP-v9.0.0/Problems/SWV/SWV601_5.p
10710,SWV946-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV946-1.p
10711,SWV218+1.p, FOF_THM_RFO_SEQ,92.0,327.0,,TPTP-v9.0.0/Problems/SWV/SWV218+1.p
10712,SWV577-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV577-1.p
10713,SWV307-2.p, CNF_UNS_RFO_SEQ_HRN,,,,TPTP-v9.0.0/Problems/SWV/SWV307-2.p
10714,SWV421-1.065.p, CNF_UNS_EPR_NEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV421-1.065.p
10715,SWV313-2.p, CNF_UNS_RFO_NEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV313-2.p
10716,SWV239-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV239-1.p
10717,SWV032+1.p, FOF_THM_RFO_SEQ,100.0,296.0,,TPTP-v9.0.0/Problems/SWV/SWV032+1.p
10718,SWV026+1.p, FOF_THM_RFO_SEQ,100.0,334.0,,TPTP-v9.0.0/Problems/SWV/SWV026+1.p
10719,SWV588-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV588-1.p
10720,SWV589-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV589-1.p
10721,SWV543-1.007.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/SWV/SWV543-1.007.p
10722,SWV027+1.p, FOF_THM_RFO_SEQ,100.0,332.0,,TPTP-v9.0.0/Problems/SWV/SWV027+1.p
10723,SWV553-1.007.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/SWV/SWV553-1.007.p
10724,SWV033+1.p, FOF_THM_RFO_SEQ,85.0,269.0,,TPTP-v9.0.0/Problems/SWV/SWV033+1.p
10725,SWV566-1.004.p, CNF_SAT_RFO_EQU_NUE,,,,TPTP-v9.0.0/Problems/SWV/SWV566-1.004.p
10726,SWV571-1.046.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/SWV/SWV571-1.046.p
10727,SWV312-2.p, CNF_UNS_RFO_NEQ_HRN,,,,TPTP-v9.0.0/Problems/SWV/SWV312-2.p
10728,SWV551-1.010.p, CNF_SAT_RFO_EQU_NUE,,,,TPTP-v9.0.0/Problems/SWV/SWV551-1.010.p
10729,SWV576-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV576-1.p
10730,SWV541-1.010.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/SWV/SWV541-1.010.p
10731,SWV306-2.p, CNF_UNS_RFO_SEQ_HRN,,,,TPTP-v9.0.0/Problems/SWV/SWV306-2.p
10732,SWV219+1.p, FOF_THM_RFO_SEQ,92.0,288.0,,TPTP-v9.0.0/Problems/SWV/SWV219+1.p
10733,SWV947-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV947-1.p
10734,SWV953-1.p, CNF_SAT_RFO_EQU_NUE,,,,TPTP-v9.0.0/Problems/SWV/SWV953-1.p
10735,SWV225+1.p, FOF_THM_RFO_SEQ,85.0,328.0,,TPTP-v9.0.0/Problems/SWV/SWV225+1.p
10736,SWV439^1.p, TH0_CSA_EQU_NAR,280.0,957.0,,TPTP-v9.0.0/Problems/SWV/SWV439^1.p
10737,SWV231+1.p, FOF_THM_RFO_SEQ,85.0,294.0,,TPTP-v9.0.0/Problems/SWV/SWV231+1.p
10738,SWV511-1.030.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/SWV/SWV511-1.030.p
10739,SWV984-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV984-1.p
10740,SWV501-1.030.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/SWV/SWV501-1.030.p
10741,SWV990-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV990-1.p
10742,SWV748-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV748-1.p
10743,SWV760-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV760-1.p
10744,SWV567-1.014.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/SWV/SWV567-1.014.p
10745,SWV006-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV006-1.p
10746,SWV012-1.p, CNF_SAT_RFO_NEQ,,,,TPTP-v9.0.0/Problems/SWV/SWV012-1.p
10747,SWV482+2.p, FOF_CSA_EPR_SEQ,39.0,115.0,,TPTP-v9.0.0/Problems/SWV/SWV482+2.p
10748,SWV774-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV774-1.p
10749,SWV833-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV833-1.p
10750,SWV499-1.050.p, CNF_SAT_RFO_EQU_NUE,,,,TPTP-v9.0.0/Problems/SWV/SWV499-1.050.p
10751,SWV827-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV827-1.p
10752,SWV379+1.p, FOF_THM_RFO_SEQ,42.0,84.0,,TPTP-v9.0.0/Problems/SWV/SWV379+1.p
10753,SWV097^7.p, TH0_THM_EQU_NAR,292.0,2301.0,,TPTP-v9.0.0/Problems/SWV/SWV097^7.p
10754,SWV437+1.p, FOF_THM_RFO_NEQ,88.0,176.0,,TPTP-v9.0.0/Problems/SWV/SWV437+1.p
10755,SWV628-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV628-1.p
10756,SWV614-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV614-1.p
10757,SWV392+1.p, FOF_THM_RFO_SEQ,19.0,38.0,,TPTP-v9.0.0/Problems/SWV/SWV392+1.p
10758,SWV600-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV600-1.p
10759,SWV386+1.p, FOF_THM_RFO_SEQ,43.0,87.0,,TPTP-v9.0.0/Problems/SWV/SWV386+1.p
10760,SWV533-1.010.p, CNF_SAT_RFO_EQU_NUE,,,,TPTP-v9.0.0/Problems/SWV/SWV533-1.010.p
10761,SWV299-2.p, CNF_UNS_RFO_NEQ_HRN,,,,TPTP-v9.0.0/Problems/SWV/SWV299-2.p
10762,SWV498-1.040.p, CNF_SAT_RFO_EQU_NUE,,,,TPTP-v9.0.0/Problems/SWV/SWV498-1.040.p
10763,SWV153+1.p, FOF_THM_RFO_SEQ,92.0,271.0,,TPTP-v9.0.0/Problems/SWV/SWV153+1.p
10764,SWV147+1.p, FOF_THM_RFO_SEQ,85.0,251.0,,TPTP-v9.0.0/Problems/SWV/SWV147+1.p
10765,SWV421-1.300.p, CNF_UNS_EPR_NEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV421-1.300.p
10766,SWV420-1.050.p, CNF_UNS_EPR_NEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV420-1.050.p
10767,SWV531-1.007.p, CNF_SAT_RFO_EQU_NUE,,,,TPTP-v9.0.0/Problems/SWV/SWV531-1.007.p
10768,SWV358-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV358-1.p
10769,SWV426^4.p, TH0_THM_EQU_NAR,60.0,101.0,,TPTP-v9.0.0/Problems/SWV/SWV426^4.p
10770,SWV266-2.p, CNF_UNS_RFO_NEQ_HRN,,,,TPTP-v9.0.0/Problems/SWV/SWV266-2.p
10771,SWV190+1.p, FOF_THM_RFO_SEQ,85.0,281.0,,TPTP-v9.0.0/Problems/SWV/SWV190+1.p
10772,SWV184+1.p, FOF_THM_RFO_SEQ,92.0,283.0,,TPTP-v9.0.0/Problems/SWV/SWV184+1.p
10773,SWV589_5.p, TF1_UNK_EQU_NAR,154.0,187.0,,TPTP-v9.0.0/Problems/SWV/SWV589_5.p
10774,SWV272-2.p, CNF_UNS_RFO_NEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV272-2.p
10775,SWV364-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV364-1.p
10776,SWV192+1.p, FOF_THM_RFO_SEQ,92.0,308.0,,TPTP-v9.0.0/Problems/SWV/SWV192+1.p
10777,SWV264-2.p, CNF_UNS_RFO_NEQ_HRN,,,,TPTP-v9.0.0/Problems/SWV/SWV264-2.p
10778,SWV270-2.p, CNF_UNS_RFO_NEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV270-2.p
10779,SWV186+1.p, FOF_THM_RFO_SEQ,92.0,286.0,,TPTP-v9.0.0/Problems/SWV/SWV186+1.p
10780,SWV494-1.030.p, CNF_SAT_RFO_EQU_NUE,,,,TPTP-v9.0.0/Problems/SWV/SWV494-1.030.p
10781,SWV258-2.p, CNF_UNS_RFO_NEQ_HRN,,,,TPTP-v9.0.0/Problems/SWV/SWV258-2.p
10782,SWV421-1.100.p, CNF_UNS_EPR_NEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV421-1.100.p
10783,SWV151+1.p, FOF_THM_RFO_SEQ,85.0,252.0,,TPTP-v9.0.0/Problems/SWV/SWV151+1.p
10784,SWV145+1.p, FOF_THM_RFO_SEQ,85.0,251.0,,TPTP-v9.0.0/Problems/SWV/SWV145+1.p
10785,SWV532-1.004.p, CNF_SAT_RFO_EQU_NUE,,,,TPTP-v9.0.0/Problems/SWV/SWV532-1.004.p
10786,SWV179+1.p, FOF_THM_RFO_SEQ,92.0,282.0,,TPTP-v9.0.0/Problems/SWV/SWV179+1.p
10787,SWV390+1.p, FOF_THM_RFO_SEQ,43.0,87.0,,TPTP-v9.0.0/Problems/SWV/SWV390+1.p
10788,SWV616-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV616-1.p
10789,SWV384+1.p, FOF_THM_RFO_SEQ,44.0,101.0,,TPTP-v9.0.0/Problems/SWV/SWV384+1.p
10790,SWV602-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV602-1.p
10791,SWV819-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/SWV/SWV819-1.p
10792,SWV409+1.p, FOF_THM_RFO_SEQ,22.0,50.0,,TPTP-v9.0.0/Problems/SWV/SWV409+1.p
10793,SWV831-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV831-1.p
10794,SWV489+3.p, FOF_THM_RFO_SEQ,13.0,45.0,,TPTP-v9.0.0/Problems/SWV/SWV489+3.p
10795,SWV825-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV825-1.p
10796,SWV004-1.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV004-1.p
10797,SWV762-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV762-1.p
10798,SWV776-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV776-1.p
10799,SWV527-1.030.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/SWV/SWV527-1.030.p
10800,SWV010-1.p, CNF_SAT_RFO_NEQ,,,,TPTP-v9.0.0/Problems/SWV/SWV010-1.p
10801,SWV986-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV986-1.p
10802,SWV992-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV992-1.p
10803,SWV979-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV979-1.p
10804,SWV227+1.p, FOF_THM_RFO_SEQ,85.0,310.0,,TPTP-v9.0.0/Problems/SWV/SWV227+1.p
10805,SWV233+1.p, FOF_THM_RFO_SEQ,19.0,52.0,,TPTP-v9.0.0/Problems/SWV/SWV233+1.p
10806,SWV945-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV945-1.p
10807,SWV951-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV951-1.p
10808,SWV789-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV789-1.p
10809,SWV550-1.004.p, CNF_SAT_RFO_EQU_NUE,,,,TPTP-v9.0.0/Problems/SWV/SWV550-1.004.p
10810,SWV310-2.p, CNF_UNS_RFO_NEQ_HRN,,,,TPTP-v9.0.0/Problems/SWV/SWV310-2.p
10811,SWV540-1.004.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/SWV/SWV540-1.004.p
10812,SWV304-2.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV304-2.p
10813,SWV421-1.365.p, CNF_UNS_EPR_NEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV421-1.365.p
10814,SWV420-1.035.p, CNF_UNS_EPR_NEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV420-1.035.p
10815,SWV574-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV574-1.p
10816,SWV338-2.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV338-2.p
10817,SWV025+1.p, FOF_THM_RFO_SEQ,100.0,330.0,,TPTP-v9.0.0/Problems/SWV/SWV025+1.p
10818,SWV031+1.p, FOF_THM_RFO_SEQ,100.0,289.0,,TPTP-v9.0.0/Problems/SWV/SWV031+1.p
10819,SWV565-1.007.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/SWV/SWV565-1.007.p
10820,SWV018+1.p, FOF_CSA_RFO_NEQ,34.0,83.0,,TPTP-v9.0.0/Problems/SWV/SWV018+1.p
10821,SWV030+1.p, FOF_THM_RFO_SEQ,100.0,298.0,,TPTP-v9.0.0/Problems/SWV/SWV030+1.p
10822,SWV024+1.p, FOF_THM_RFO_SEQ,100.0,337.0,,TPTP-v9.0.0/Problems/SWV/SWV024+1.p
10823,SWV339-2.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV339-2.p
10824,SWV305-2.p, CNF_UNS_RFO_NEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV305-2.p
10825,SWV575-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV575-1.p
10826,SWV311-2.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV311-2.p
10827,SWV788-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV788-1.p
10828,SWV950-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV950-1.p
10829,SWV944-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV944-1.p
10830,SWV617_5.p, TF1_THM_EQU_NAR,167.0,300.0,,TPTP-v9.0.0/Problems/SWV/SWV617_5.p
10831,SWV232+1.p, FOF_THM_RFO_SEQ,85.0,277.0,,TPTP-v9.0.0/Problems/SWV/SWV232+1.p
10832,SWV226+1.p, FOF_THM_RFO_SEQ,85.0,330.0,,TPTP-v9.0.0/Problems/SWV/SWV226+1.p
10833,SWV978-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV978-1.p
10834,SWV993-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV993-1.p
10835,SWV538-1.007.p, CNF_SAT_RFO_EQU_NUE,,,,TPTP-v9.0.0/Problems/SWV/SWV538-1.007.p
10836,SWV987-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV987-1.p
10837,SWV777-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV777-1.p
10838,SWV011-1.p, CNF_UNS_RFO_NEQ_HRN,,,,TPTP-v9.0.0/Problems/SWV/SWV011-1.p
10839,SWV005-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV005-1.p
10840,SWV763-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV763-1.p
10841,SWV824-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV824-1.p
10842,SWV488+3.p, FOF_THM_RFO_SEQ,13.0,44.0,,TPTP-v9.0.0/Problems/SWV/SWV488+3.p
10843,SWV408+1.p, FOF_THM_RFO_SEQ,43.0,92.0,,TPTP-v9.0.0/Problems/SWV/SWV408+1.p
10844,SWV830-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV830-1.p
10845,SWV763_5.p, TF1_THM_EQU_NAR,154.0,249.0,,TPTP-v9.0.0/Problems/SWV/SWV763_5.p
10846,SWV818-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/SWV/SWV818-1.p
10847,SWV523-1.050.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/SWV/SWV523-1.050.p
10848,SWV548-1.010.p, CNF_SAT_RFO_EQU_NUE,,,,TPTP-v9.0.0/Problems/SWV/SWV548-1.010.p
10849,SWV603-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV603-1.p
10850,SWV385+1.p, FOF_THM_RFO_SEQ,44.0,91.0,,TPTP-v9.0.0/Problems/SWV/SWV385+1.p
10851,SWV558-1.010.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/SWV/SWV558-1.010.p
10852,SWV617-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV617-1.p
10853,SWV391+1.p, FOF_THM_RFO_SEQ,46.0,98.0,,TPTP-v9.0.0/Problems/SWV/SWV391+1.p
10854,SWV420-1.010.p, CNF_UNS_EPR_NEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV420-1.010.p
10855,SWV178+1.p, FOF_THM_RFO_SEQ,92.0,291.0,,TPTP-v9.0.0/Problems/SWV/SWV178+1.p
10856,SWV522-1.040.p, CNF_SAT_RFO_EQU_NUE,,,,TPTP-v9.0.0/Problems/SWV/SWV522-1.040.p
10857,SWV418-1.580.p, CNF_UNS_EPR_NEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV418-1.580.p
10858,SWV144+1.p, FOF_THM_RFO_SEQ,85.0,276.0,,TPTP-v9.0.0/Problems/SWV/SWV144+1.p
10859,SWV150+1.p, FOF_THM_RFO_SEQ,85.0,251.0,,TPTP-v9.0.0/Problems/SWV/SWV150+1.p
10860,SWV285-2.rm,,,11.0,,TPTP-v9.0.0/Problems/SWV/SWV285-2.rm
10861,SWV508-1.030.p, CNF_SAT_RFO_EQU_NUE,,,,TPTP-v9.0.0/Problems/SWV/SWV508-1.030.p
10862,SWV518-1.030.p, CNF_SAT_RFO_EQU_NUE,,,,TPTP-v9.0.0/Problems/SWV/SWV518-1.030.p
10863,SWV259-2.p, CNF_UNS_RFO_NEQ_HRN,,,,TPTP-v9.0.0/Problems/SWV/SWV259-2.p
10864,SWV271-2.p, CNF_UNS_RFO_NEQ_NHN,,,,TPTP-v9.0.0/Problems/SWV/SWV271-2.p
10865,SWV187+1.p, FOF_THM_RFO_SEQ,92.0,280.0,,TPTP-v9.0.0/Problems/SWV/SWV187+1.p
10866,SWV193+1.p, FOF_THM_RFO_SEQ,92.0,308.0,,TPTP-v9.0.0/Problems/SWV/SWV193+1.p
