,Problem,spc,n_formulae,n_atoms,n_clauses,n_literals,n_variables,full_file_name,problem_form,expected_szs,logic_order,equality,arithmetic,horness
16763,NLP235+1.p, FOF_CSA_RFO_NEQ,1.0,168.0,,,64.0,TPTP-v9.0.0/Problems/NLP/NLP235+1.p,FOF,CSA,RFO,NEQ,,
16764,NLP221+1.p, FOF_CSA_RFO_NEQ,1.0,94.0,,,42.0,TPTP-v9.0.0/Problems/NLP/NLP221+1.p,FOF,CSA,RFO,NEQ,,
16765,NLP209+1.p, FOF_CSA_RFO_SEQ,72.0,204.0,,,173.0,TPTP-v9.0.0/Problems/NLP/NLP209+1.p,FOF,CSA,RFO,SEQ,,
16766,NLP162-1.p, CNF_SAT_RFO_NEQ,,,78.0,289.0,130.0,TPTP-v9.0.0/Problems/NLP/NLP162-1.p,CNF,SAT,RFO,NEQ,,
16767,NLP176-1.p, CNF_SAT_RFO_EQU_NUE,,,108.0,215.0,192.0,TPTP-v9.0.0/Problems/NLP/NLP176-1.p,CNF,SAT,RFO,EQU,NUE,
16768,NLP189-1.p, CNF_SAT_RFO_EQU_NUE,,,108.0,272.0,227.0,TPTP-v9.0.0/Problems/NLP/NLP189-1.p,CNF,SAT,RFO,EQU,NUE,
16769,NLP180+1.p, FOF_CSA_RFO_SEQ,67.0,210.0,,,169.0,TPTP-v9.0.0/Problems/NLP/NLP180+1.p,FOF,CSA,RFO,SEQ,,
16770,NLP194+1.p, FOF_CSA_RFO_NEQ,1.0,192.0,,,80.0,TPTP-v9.0.0/Problems/NLP/NLP194+1.p,FOF,CSA,RFO,NEQ,,
16771,NLP267^18.p, TH0_THM_EQU_NAR,40.0,66.0,,,27.0,TPTP-v9.0.0/Problems/NLP/NLP267^18.p,TH0,THM,EQU,NAR,,
16772,NLP143+1.p, FOF_THM_RFO_SEQ,62.0,157.0,,,139.0,TPTP-v9.0.0/Problems/NLP/NLP143+1.p,FOF,THM,RFO,SEQ,,
16773,NLP157+1.p, FOF_CSA_RFO_SEQ,62.0,174.0,,,144.0,TPTP-v9.0.0/Problems/NLP/NLP157+1.p,FOF,CSA,RFO,SEQ,,
16774,NLP229-10.p, CNF_SAT_RFO_PEQ_UEQ,,,94.0,94.0,225.0,TPTP-v9.0.0/Problems/NLP/NLP229-10.p,CNF,SAT,RFO,PEQ,UEQ,
16775,NLP169+1.p, FOF_CSA_RFO_NEQ,1.0,164.0,,,68.0,TPTP-v9.0.0/Problems/NLP/NLP169+1.p,FOF,CSA,RFO,NEQ,,
16776,NLP141+1.p, FOF_THM_RFO_SEQ,62.0,157.0,,,139.0,TPTP-v9.0.0/Problems/NLP/NLP141+1.p,FOF,THM,RFO,SEQ,,
16777,NLP155+1.p, FOF_CSA_RFO_SEQ,62.0,174.0,,,146.0,TPTP-v9.0.0/Problems/NLP/NLP155+1.p,FOF,CSA,RFO,SEQ,,
16778,NLP265_17.p, TF0_THM_NEQ_NAR,19.0,28.0,,,23.0,TPTP-v9.0.0/Problems/NLP/NLP265_17.p,TF0,THM,NEQ,NAR,,
16779,NLP182+1.p, FOF_CSA_RFO_SEQ,67.0,210.0,,,169.0,TPTP-v9.0.0/Problems/NLP/NLP182+1.p,FOF,CSA,RFO,SEQ,,
16780,NLP196+1.p, FOF_CSA_RFO_NEQ,1.0,192.0,,,82.0,TPTP-v9.0.0/Problems/NLP/NLP196+1.p,FOF,CSA,RFO,NEQ,,
16781,NLP266^23.p, TH0_THM_EQU_NAR,40.0,78.0,,,48.0,TPTP-v9.0.0/Problems/NLP/NLP266^23.p,TH0,THM,EQU,NAR,,
16782,NLP148-1.p, CNF_SAT_RFO_EQU_NUE,,,91.0,180.0,156.0,TPTP-v9.0.0/Problems/NLP/NLP148-1.p,CNF,SAT,RFO,EQU,NUE,
16783,NLP160-1.p, CNF_SAT_RFO_NEQ,,,78.0,289.0,130.0,TPTP-v9.0.0/Problems/NLP/NLP160-1.p,CNF,SAT,RFO,NEQ,,
16784,NLP174-1.p, CNF_SAT_RFO_EQU_NUE,,,108.0,215.0,192.0,TPTP-v9.0.0/Problems/NLP/NLP174-1.p,CNF,SAT,RFO,EQU,NUE,
16785,NLP267^2.p, TH0_THM_EQU_NAR,35.0,54.0,,,22.0,TPTP-v9.0.0/Problems/NLP/NLP267^2.p,TH0,THM,EQU,NAR,,
16786,NLP237+1.p, FOF_CSA_RFO_NEQ,1.0,170.0,,,66.0,TPTP-v9.0.0/Problems/NLP/NLP237+1.p,FOF,CSA,RFO,NEQ,,
16787,NLP223+1.p, FOF_CSA_RFO_NEQ,1.0,94.0,,,40.0,TPTP-v9.0.0/Problems/NLP/NLP223+1.p,FOF,CSA,RFO,NEQ,,
16788,NLP028-1.p, CNF_SAT_RFO_NEQ,,,46.0,156.0,198.0,TPTP-v9.0.0/Problems/NLP/NLP028-1.p,CNF,SAT,RFO,NEQ,,
16789,NLP014-1.p, CNF_SAT_RFO_EQU_NUE,,,73.0,127.0,62.0,TPTP-v9.0.0/Problems/NLP/NLP014-1.p,CNF,SAT,RFO,EQU,NUE,
16790,NLP009+1.p, FOF_THM_EPR_SEQ,1.0,112.0,,,36.0,TPTP-v9.0.0/Problems/NLP/NLP009+1.p,FOF,THM,EPR,SEQ,,
16791,NLP248-10.p, CNF_SAT_RFO_PEQ_UEQ,,,114.0,114.0,205.0,TPTP-v9.0.0/Problems/NLP/NLP248-10.p,CNF,SAT,RFO,PEQ,UEQ,
16792,NLP035+1.p, FOF_CSA_RFO_NEQ,1.0,72.0,,,36.0,TPTP-v9.0.0/Problems/NLP/NLP035+1.p,FOF,CSA,RFO,NEQ,,
16793,NLP021+1.p, FOF_CSA_RFO_SEQ,43.0,119.0,,,61.0,TPTP-v9.0.0/Problems/NLP/NLP021+1.p,FOF,CSA,RFO,SEQ,,
16794,NLP024-10.p, CNF_SAT_RFO_PEQ_UEQ,,,98.0,98.0,203.0,TPTP-v9.0.0/Problems/NLP/NLP024-10.p,CNF,SAT,RFO,PEQ,UEQ,
16795,NLP216-1.p, CNF_SAT_RFO_EQU_NUE,,,124.0,332.0,285.0,TPTP-v9.0.0/Problems/NLP/NLP216-1.p,CNF,SAT,RFO,EQU,NUE,
16796,NLP202-1.p, CNF_SAT_RFO_EQU_NUE,,,120.0,236.0,204.0,TPTP-v9.0.0/Problems/NLP/NLP202-1.p,CNF,SAT,RFO,EQU,NUE,
16797,NLP203-1.p, CNF_SAT_RFO_EQU_NUE,,,120.0,236.0,204.0,TPTP-v9.0.0/Problems/NLP/NLP203-1.p,CNF,SAT,RFO,EQU,NUE,
16798,NLP217-1.p, CNF_SAT_RFO_EQU_NUE,,,124.0,332.0,285.0,TPTP-v9.0.0/Problems/NLP/NLP217-1.p,CNF,SAT,RFO,EQU,NUE,
16799,NLP020+1.p, FOF_CSA_RFO_SEQ,43.0,119.0,,,61.0,TPTP-v9.0.0/Problems/NLP/NLP020+1.p,FOF,CSA,RFO,SEQ,,
16800,NLP034+1.p, FOF_CSA_RFO_NEQ,1.0,72.0,,,36.0,TPTP-v9.0.0/Problems/NLP/NLP034+1.p,FOF,CSA,RFO,NEQ,,
16801,NLP008+1.p, FOF_CSA_EPR_SEQ,1.0,118.0,,,38.0,TPTP-v9.0.0/Problems/NLP/NLP008+1.p,FOF,CSA,EPR,SEQ,,
16802,NLP001-1.p, CNF_UNS_EPR_NEQ_NHN,,,30.0,78.0,8.0,TPTP-v9.0.0/Problems/NLP/NLP001-1.p,CNF,UNS,EPR,NEQ,NHN,
16803,NLP015-1.p, CNF_SAT_RFO_EQU_NUE,,,73.0,127.0,62.0,TPTP-v9.0.0/Problems/NLP/NLP015-1.p,CNF,SAT,RFO,EQU,NUE,
16804,NLP029-1.p, CNF_SAT_RFO_NEQ,,,46.0,157.0,175.0,TPTP-v9.0.0/Problems/NLP/NLP029-1.p,CNF,SAT,RFO,NEQ,,
16805,NLP222+1.p, FOF_CSA_RFO_NEQ,1.0,96.0,,,42.0,TPTP-v9.0.0/Problems/NLP/NLP222+1.p,FOF,CSA,RFO,NEQ,,
16806,NLP236+1.p, FOF_CSA_RFO_NEQ,1.0,168.0,,,64.0,TPTP-v9.0.0/Problems/NLP/NLP236+1.p,FOF,CSA,RFO,NEQ,,
16807,NLP175-1.p, CNF_SAT_RFO_EQU_NUE,,,108.0,215.0,192.0,TPTP-v9.0.0/Problems/NLP/NLP175-1.p,CNF,SAT,RFO,EQU,NUE,
16808,NLP161-1.p, CNF_SAT_RFO_NEQ,,,78.0,289.0,130.0,TPTP-v9.0.0/Problems/NLP/NLP161-1.p,CNF,SAT,RFO,NEQ,,
16809,NLP149-1.p, CNF_UNS_RFO_SEQ_NHN,,,92.0,179.0,159.0,TPTP-v9.0.0/Problems/NLP/NLP149-1.p,CNF,UNS,RFO,SEQ,NHN,
16810,NLP266_23.p, TF0_THM_NEQ_NAR,19.0,36.0,,,26.0,TPTP-v9.0.0/Problems/NLP/NLP266_23.p,TF0,THM,NEQ,NAR,,
16811,NLP197+1.p, FOF_CSA_RFO_NEQ,1.0,192.0,,,80.0,TPTP-v9.0.0/Problems/NLP/NLP197+1.p,FOF,CSA,RFO,NEQ,,
16812,NLP265^17.p, TH0_CAX_EQU_NAR,39.0,70.0,,,39.0,TPTP-v9.0.0/Problems/NLP/NLP265^17.p,TH0,CAX,EQU,NAR,,
16813,NLP183+1.p, FOF_CSA_RFO_SEQ,67.0,210.0,,,171.0,TPTP-v9.0.0/Problems/NLP/NLP183+1.p,FOF,CSA,RFO,SEQ,,
16814,NLP225-10.p, CNF_SAT_RFO_PEQ_UEQ,,,97.0,97.0,205.0,TPTP-v9.0.0/Problems/NLP/NLP225-10.p,CNF,SAT,RFO,PEQ,UEQ,
16815,NLP154+1.p, FOF_CSA_RFO_SEQ,62.0,174.0,,,146.0,TPTP-v9.0.0/Problems/NLP/NLP154+1.p,FOF,CSA,RFO,SEQ,,
16816,NLP140+1.p, FOF_CSA_RFO_SEQ,62.0,157.0,,,139.0,TPTP-v9.0.0/Problems/NLP/NLP140+1.p,FOF,CSA,RFO,SEQ,,
16817,NLP168+1.p, FOF_CSA_RFO_NEQ,1.0,164.0,,,66.0,TPTP-v9.0.0/Problems/NLP/NLP168+1.p,FOF,CSA,RFO,NEQ,,
16818,NLP165+1.p, FOF_CSA_RFO_NEQ,1.0,164.0,,,70.0,TPTP-v9.0.0/Problems/NLP/NLP165+1.p,FOF,CSA,RFO,NEQ,,
16819,NLP171+1.p, FOF_CSA_RFO_SEQ,67.0,183.0,,,158.0,TPTP-v9.0.0/Problems/NLP/NLP171+1.p,FOF,CSA,RFO,SEQ,,
16820,NLP159+1.p, FOF_CSA_RFO_SEQ,62.0,174.0,,,144.0,TPTP-v9.0.0/Problems/NLP/NLP159+1.p,FOF,CSA,RFO,SEQ,,
16821,NLP187-1.p, CNF_SAT_RFO_EQU_NUE,,,108.0,272.0,225.0,TPTP-v9.0.0/Problems/NLP/NLP187-1.p,CNF,SAT,RFO,EQU,NUE,
16822,NLP193-1.p, CNF_SAT_RFO_NEQ,,,92.0,345.0,144.0,TPTP-v9.0.0/Problems/NLP/NLP193-1.p,CNF,SAT,RFO,NEQ,,
16823,NLP144-1.p, CNF_SAT_RFO_EQU_NUE,,,91.0,180.0,156.0,TPTP-v9.0.0/Problems/NLP/NLP144-1.p,CNF,SAT,RFO,EQU,NUE,
16824,NLP267_3.p, TF0_THM_NEQ_NAR,19.0,21.0,,,9.0,TPTP-v9.0.0/Problems/NLP/NLP267_3.p,TF0,THM,NEQ,NAR,,
16825,NLP150-1.p, CNF_SAT_RFO_EQU_NUE,,,89.0,216.0,173.0,TPTP-v9.0.0/Problems/NLP/NLP150-1.p,CNF,SAT,RFO,EQU,NUE,
16826,NLP178-1.p, CNF_SAT_RFO_EQU_NUE,,,108.0,215.0,192.0,TPTP-v9.0.0/Problems/NLP/NLP178-1.p,CNF,SAT,RFO,EQU,NUE,
16827,NLP213+1.p, FOF_CSA_RFO_SEQ,72.0,244.0,,,189.0,TPTP-v9.0.0/Problems/NLP/NLP213+1.p,FOF,CSA,RFO,SEQ,,
16828,NLP207+1.p, FOF_CSA_RFO_SEQ,72.0,204.0,,,172.0,TPTP-v9.0.0/Problems/NLP/NLP207+1.p,FOF,CSA,RFO,SEQ,,
16829,NLP030-1.p, CNF_SAT_RFO_NEQ,,,46.0,157.0,194.0,TPTP-v9.0.0/Problems/NLP/NLP030-1.p,CNF,SAT,RFO,NEQ,,
16830,NLP024-1.p, CNF_SAT_EPR_EQU_NUE,,,93.0,218.0,191.0,TPTP-v9.0.0/Problems/NLP/NLP024-1.p,CNF,SAT,EPR,EQU,NUE,
16831,NLP018-1.p, CNF_SAT_RFO_EQU_NUE,,,73.0,127.0,62.0,TPTP-v9.0.0/Problems/NLP/NLP018-1.p,CNF,SAT,RFO,EQU,NUE,
16832,NLP011+1.p, FOF_THM_EPR_SEQ,1.0,124.0,,,40.0,TPTP-v9.0.0/Problems/NLP/NLP011+1.p,FOF,THM,EPR,SEQ,,
16833,NLP005+1.p, FOF_CSA_EPR_SEQ,1.0,118.0,,,38.0,TPTP-v9.0.0/Problems/NLP/NLP005+1.p,FOF,CSA,EPR,SEQ,,
16834,NLP039+1.p, FOF_CSA_RFO_SEQ,43.0,110.0,,,97.0,TPTP-v9.0.0/Problems/NLP/NLP039+1.p,FOF,CSA,RFO,SEQ,,
16835,NLP232-1.p, CNF_SAT_RFO_NEQ,,,85.0,322.0,72.0,TPTP-v9.0.0/Problems/NLP/NLP232-1.p,CNF,SAT,RFO,NEQ,,
16836,NLP226-1.p, CNF_SAT_RFO_EQU_NUE,,,93.0,213.0,196.0,TPTP-v9.0.0/Problems/NLP/NLP226-1.p,CNF,SAT,RFO,EQU,NUE,
16837,NLP227-1.p, CNF_SAT_RFO_EQU_NUE,,,89.0,250.0,215.0,TPTP-v9.0.0/Problems/NLP/NLP227-1.p,CNF,SAT,RFO,EQU,NUE,
16838,NLP233-1.p, CNF_SAT_RFO_NEQ,,,84.0,324.0,72.0,TPTP-v9.0.0/Problems/NLP/NLP233-1.p,CNF,SAT,RFO,NEQ,,
16839,NLP038+1.p, FOF_CSA_RFO_SEQ,43.0,110.0,,,97.0,TPTP-v9.0.0/Problems/NLP/NLP038+1.p,FOF,CSA,RFO,SEQ,,
16840,NLP004+1.p, FOF_THM_EPR_SEQ,1.0,124.0,,,40.0,TPTP-v9.0.0/Problems/NLP/NLP004+1.p,FOF,THM,EPR,SEQ,,
16841,NLP019-1.p, CNF_SAT_RFO_EQU_NUE,,,73.0,127.0,62.0,TPTP-v9.0.0/Problems/NLP/NLP019-1.p,CNF,SAT,RFO,EQU,NUE,
16842,NLP025-1.p, CNF_SAT_RFO_EQU_NUE,,,98.0,404.0,274.0,TPTP-v9.0.0/Problems/NLP/NLP025-1.p,CNF,SAT,RFO,EQU,NUE,
16843,NLP031-1.p, CNF_SAT_RFO_NEQ,,,38.0,128.0,129.0,TPTP-v9.0.0/Problems/NLP/NLP031-1.p,CNF,SAT,RFO,NEQ,,
16844,NLP004^12.p, TH0_THM_EQU_NAR,74.0,526.0,,,129.0,TPTP-v9.0.0/Problems/NLP/NLP004^12.p,TH0,THM,EQU,NAR,,
16845,NLP206+1.p, FOF_CSA_RFO_SEQ,72.0,204.0,,,172.0,TPTP-v9.0.0/Problems/NLP/NLP206+1.p,FOF,CSA,RFO,SEQ,,
16846,NLP212+1.p, FOF_CSA_RFO_SEQ,72.0,244.0,,,189.0,TPTP-v9.0.0/Problems/NLP/NLP212+1.p,FOF,CSA,RFO,SEQ,,
16847,NLP179-1.p, CNF_SAT_RFO_EQU_NUE,,,108.0,215.0,192.0,TPTP-v9.0.0/Problems/NLP/NLP179-1.p,CNF,SAT,RFO,EQU,NUE,
16848,NLP151-1.p, CNF_SAT_RFO_EQU_NUE,,,88.0,215.0,170.0,TPTP-v9.0.0/Problems/NLP/NLP151-1.p,CNF,SAT,RFO,EQU,NUE,
16849,NLP266_3.p, TF0_CSA_NEQ_NAR,19.0,36.0,,,26.0,TPTP-v9.0.0/Problems/NLP/NLP266_3.p,TF0,CSA,NEQ,NAR,,
16850,NLP145-1.p, CNF_UNS_RFO_SEQ_NHN,,,92.0,179.0,159.0,TPTP-v9.0.0/Problems/NLP/NLP145-1.p,CNF,UNS,RFO,SEQ,NHN,
16851,NLP192-1.p, CNF_SAT_RFO_NEQ,,,92.0,345.0,142.0,TPTP-v9.0.0/Problems/NLP/NLP192-1.p,CNF,SAT,RFO,NEQ,,
16852,NLP186-1.p, CNF_SAT_RFO_EQU_NUE,,,108.0,272.0,227.0,TPTP-v9.0.0/Problems/NLP/NLP186-1.p,CNF,SAT,RFO,EQU,NUE,
16853,NLP226-10.p, CNF_SAT_RFO_PEQ_UEQ,,,97.0,97.0,205.0,TPTP-v9.0.0/Problems/NLP/NLP226-10.p,CNF,SAT,RFO,PEQ,UEQ,
16854,NLP158+1.p, FOF_CSA_RFO_SEQ,62.0,174.0,,,144.0,TPTP-v9.0.0/Problems/NLP/NLP158+1.p,FOF,CSA,RFO,SEQ,,
16855,NLP170+1.p, FOF_CSA_RFO_SEQ,67.0,183.0,,,158.0,TPTP-v9.0.0/Problems/NLP/NLP170+1.p,FOF,CSA,RFO,SEQ,,
16856,NLP164+1.p, FOF_CSA_RFO_NEQ,1.0,164.0,,,70.0,TPTP-v9.0.0/Problems/NLP/NLP164+1.p,FOF,CSA,RFO,NEQ,,
16857,NLP172+1.p, FOF_CSA_RFO_SEQ,67.0,183.0,,,158.0,TPTP-v9.0.0/Problems/NLP/NLP172+1.p,FOF,CSA,RFO,SEQ,,
16858,NLP166+1.p, FOF_CSA_RFO_NEQ,1.0,164.0,,,66.0,TPTP-v9.0.0/Problems/NLP/NLP166+1.p,FOF,CSA,RFO,NEQ,,
16859,NLP199+1.p, FOF_CSA_RFO_NEQ,1.0,192.0,,,80.0,TPTP-v9.0.0/Problems/NLP/NLP199+1.p,FOF,CSA,RFO,NEQ,,
16860,NLP190-1.p, CNF_SAT_RFO_NEQ,,,92.0,345.0,144.0,TPTP-v9.0.0/Problems/NLP/NLP190-1.p,CNF,SAT,RFO,NEQ,,
16861,NLP184-1.p, CNF_SAT_RFO_EQU_NUE,,,108.0,272.0,225.0,TPTP-v9.0.0/Problems/NLP/NLP184-1.p,CNF,SAT,RFO,EQU,NUE,
16862,NLP153-1.p, CNF_SAT_RFO_EQU_NUE,,,88.0,215.0,170.0,TPTP-v9.0.0/Problems/NLP/NLP153-1.p,CNF,SAT,RFO,EQU,NUE,
16863,NLP147-1.p, CNF_UNS_RFO_SEQ_NHN,,,92.0,179.0,159.0,TPTP-v9.0.0/Problems/NLP/NLP147-1.p,CNF,UNS,RFO,SEQ,NHN,
16864,NLP204+1.p, FOF_THM_RFO_SEQ,72.0,204.0,,,173.0,TPTP-v9.0.0/Problems/NLP/NLP204+1.p,FOF,THM,RFO,SEQ,,
16865,NLP210+1.p, FOF_CSA_RFO_SEQ,72.0,244.0,,,190.0,TPTP-v9.0.0/Problems/NLP/NLP210+1.p,FOF,CSA,RFO,SEQ,,
16866,NLP238+1.p, FOF_CSA_RFO_NEQ,1.0,168.0,,,64.0,TPTP-v9.0.0/Problems/NLP/NLP238+1.p,FOF,CSA,RFO,NEQ,,
16867,NLP027-1.p, CNF_SAT_RFO_NEQ,,,46.0,156.0,179.0,TPTP-v9.0.0/Problems/NLP/NLP027-1.p,CNF,SAT,RFO,NEQ,,
16868,NLP033-1.p, CNF_SAT_RFO_NEQ,,,38.0,132.0,149.0,TPTP-v9.0.0/Problems/NLP/NLP033-1.p,CNF,SAT,RFO,NEQ,,
16869,NLP006+1.p, FOF_CSA_EPR_SEQ,1.0,118.0,,,38.0,TPTP-v9.0.0/Problems/NLP/NLP006+1.p,FOF,CSA,EPR,SEQ,,
16870,NLP012+1.p, FOF_CSA_EPR_SEQ,1.0,118.0,,,38.0,TPTP-v9.0.0/Problems/NLP/NLP012+1.p,FOF,CSA,EPR,SEQ,,
16871,NLP225-1.p, CNF_SAT_RFO_EQU_NUE,,,93.0,213.0,196.0,TPTP-v9.0.0/Problems/NLP/NLP225-1.p,CNF,SAT,RFO,EQU,NUE,
16872,NLP231-1.p, CNF_SAT_RFO_NEQ,,,84.0,318.0,70.0,TPTP-v9.0.0/Problems/NLP/NLP231-1.p,CNF,SAT,RFO,NEQ,,
16873,NLP247-10.p, CNF_SAT_RFO_PEQ_UEQ,,,115.0,115.0,205.0,TPTP-v9.0.0/Problems/NLP/NLP247-10.p,CNF,SAT,RFO,PEQ,UEQ,
16874,NLP219-1.p, CNF_SAT_RFO_EQU_NUE,,,124.0,332.0,287.0,TPTP-v9.0.0/Problems/NLP/NLP219-1.p,CNF,SAT,RFO,EQU,NUE,
16875,NLP218-1.p, CNF_SAT_RFO_EQU_NUE,,,124.0,332.0,285.0,TPTP-v9.0.0/Problems/NLP/NLP218-1.p,CNF,SAT,RFO,EQU,NUE,
16876,NLP230-1.p, CNF_SAT_RFO_NEQ,,,85.0,328.0,74.0,TPTP-v9.0.0/Problems/NLP/NLP230-1.p,CNF,SAT,RFO,NEQ,,
16877,NLP224-1.p, CNF_SAT_RFO_EQU_NUE,,,94.0,214.0,196.0,TPTP-v9.0.0/Problems/NLP/NLP224-1.p,CNF,SAT,RFO,EQU,NUE,
16878,NLP013+1.p, FOF_CSA_EPR_SEQ,1.0,118.0,,,38.0,TPTP-v9.0.0/Problems/NLP/NLP013+1.p,FOF,CSA,EPR,SEQ,,
16879,NLP007+1.p, FOF_THM_EPR_SEQ,1.0,124.0,,,40.0,TPTP-v9.0.0/Problems/NLP/NLP007+1.p,FOF,THM,EPR,SEQ,,
16880,NLP032-1.p, CNF_SAT_RFO_NEQ,,,46.0,159.0,183.0,TPTP-v9.0.0/Problems/NLP/NLP032-1.p,CNF,SAT,RFO,NEQ,,
16881,NLP026-1.p, CNF_SAT_RFO_NEQ,,,46.0,158.0,191.0,TPTP-v9.0.0/Problems/NLP/NLP026-1.p,CNF,SAT,RFO,NEQ,,
16882,NLP239+1.p, FOF_CSA_RFO_NEQ,1.0,168.0,,,64.0,TPTP-v9.0.0/Problems/NLP/NLP239+1.p,FOF,CSA,RFO,NEQ,,
16883,NLP211+1.p, FOF_CSA_RFO_SEQ,72.0,244.0,,,189.0,TPTP-v9.0.0/Problems/NLP/NLP211+1.p,FOF,CSA,RFO,SEQ,,
16884,NLP205+1.p, FOF_CSA_RFO_SEQ,72.0,204.0,,,173.0,TPTP-v9.0.0/Problems/NLP/NLP205+1.p,FOF,CSA,RFO,SEQ,,
16885,NLP146-1.p, CNF_SAT_RFO_EQU_NUE,,,91.0,180.0,156.0,TPTP-v9.0.0/Problems/NLP/NLP146-1.p,CNF,SAT,RFO,EQU,NUE,
16886,NLP152-1.p, CNF_SAT_RFO_EQU_NUE,,,89.0,216.0,173.0,TPTP-v9.0.0/Problems/NLP/NLP152-1.p,CNF,SAT,RFO,EQU,NUE,
16887,NLP185-1.p, CNF_SAT_RFO_EQU_NUE,,,108.0,272.0,225.0,TPTP-v9.0.0/Problems/NLP/NLP185-1.p,CNF,SAT,RFO,EQU,NUE,
16888,NLP191-1.p, CNF_SAT_RFO_NEQ,,,92.0,345.0,144.0,TPTP-v9.0.0/Problems/NLP/NLP191-1.p,CNF,SAT,RFO,NEQ,,
16889,NLP198+1.p, FOF_CSA_RFO_NEQ,1.0,192.0,,,80.0,TPTP-v9.0.0/Problems/NLP/NLP198+1.p,FOF,CSA,RFO,NEQ,,
16890,NLP167+1.p, FOF_CSA_RFO_NEQ,1.0,164.0,,,66.0,TPTP-v9.0.0/Problems/NLP/NLP167+1.p,FOF,CSA,RFO,NEQ,,
16891,NLP173+1.p, FOF_CSA_RFO_SEQ,67.0,183.0,,,159.0,TPTP-v9.0.0/Problems/NLP/NLP173+1.p,FOF,CSA,RFO,SEQ,,
16892,NLP177+1.p, FOF_CSA_RFO_SEQ,67.0,183.0,,,157.0,TPTP-v9.0.0/Problems/NLP/NLP177+1.p,FOF,CSA,RFO,SEQ,,
16893,NLP163+1.p, FOF_CSA_RFO_NEQ,1.0,164.0,,,70.0,TPTP-v9.0.0/Problems/NLP/NLP163+1.p,FOF,CSA,RFO,NEQ,,
16894,NLP188+1.p, FOF_CSA_RFO_SEQ,67.0,210.0,,,167.0,TPTP-v9.0.0/Problems/NLP/NLP188+1.p,FOF,CSA,RFO,SEQ,,
16895,NLP265^18.p, TH0_THM_EQU_NAR,35.0,58.0,,,31.0,TPTP-v9.0.0/Problems/NLP/NLP265^18.p,TH0,THM,EQU,NAR,,
16896,NLP195-1.p, CNF_SAT_RFO_NEQ,,,92.0,345.0,142.0,TPTP-v9.0.0/Problems/NLP/NLP195-1.p,CNF,SAT,RFO,NEQ,,
16897,NLP181-1.p, CNF_SAT_RFO_EQU_NUE,,,108.0,272.0,227.0,TPTP-v9.0.0/Problems/NLP/NLP181-1.p,CNF,SAT,RFO,EQU,NUE,
16898,NLP156-1.p, CNF_SAT_RFO_EQU_NUE,,,89.0,216.0,173.0,TPTP-v9.0.0/Problems/NLP/NLP156-1.p,CNF,SAT,RFO,EQU,NUE,
16899,NLP142-1.p, CNF_SAT_RFO_EQU_NUE,,,91.0,180.0,156.0,TPTP-v9.0.0/Problems/NLP/NLP142-1.p,CNF,SAT,RFO,EQU,NUE,
16900,NLP229+1.p, FOF_CSA_RFO_SEQ,72.0,228.0,,,206.0,TPTP-v9.0.0/Problems/NLP/NLP229+1.p,FOF,CSA,RFO,SEQ,,
16901,NLP201+1.p, FOF_CSA_RFO_SEQ,72.0,204.0,,,173.0,TPTP-v9.0.0/Problems/NLP/NLP201+1.p,FOF,CSA,RFO,SEQ,,
16902,NLP215+1.p, FOF_CSA_RFO_SEQ,72.0,244.0,,,188.0,TPTP-v9.0.0/Problems/NLP/NLP215+1.p,FOF,CSA,RFO,SEQ,,
16903,NLP022-1.p, CNF_SAT_RFO_EQU_NUE,,,73.0,127.0,62.0,TPTP-v9.0.0/Problems/NLP/NLP022-1.p,CNF,SAT,RFO,EQU,NUE,
16904,NLP036-1.p, CNF_SAT_RFO_EQU_NUE,,,66.0,165.0,162.0,TPTP-v9.0.0/Problems/NLP/NLP036-1.p,CNF,SAT,RFO,EQU,NUE,
16905,NLP003+1.p, FOF_CSA_RFO_SEQ,34.0,87.0,,,47.0,TPTP-v9.0.0/Problems/NLP/NLP003+1.p,FOF,CSA,RFO,SEQ,,
16906,NLP017+1.p, FOF_CSA_RFO_SEQ,43.0,119.0,,,61.0,TPTP-v9.0.0/Problems/NLP/NLP017+1.p,FOF,CSA,RFO,SEQ,,
16907,NLP208-1.p, CNF_UNS_RFO_SEQ_NHN,,,120.0,236.0,204.0,TPTP-v9.0.0/Problems/NLP/NLP208-1.p,CNF,UNS,RFO,SEQ,NHN,
16908,NLP220-1.p, CNF_SAT_RFO_EQU_NUE,,,80.0,190.0,175.0,TPTP-v9.0.0/Problems/NLP/NLP220-1.p,CNF,SAT,RFO,EQU,NUE,
16909,NLP234-1.p, CNF_SAT_RFO_NEQ,,,85.0,328.0,74.0,TPTP-v9.0.0/Problems/NLP/NLP234-1.p,CNF,SAT,RFO,NEQ,,
16910,NLP235-1.p, CNF_SAT_RFO_NEQ,,,84.0,318.0,70.0,TPTP-v9.0.0/Problems/NLP/NLP235-1.p,CNF,SAT,RFO,NEQ,,
16911,NLP221-1.p, CNF_SAT_RFO_NEQ,,,49.0,184.0,50.0,TPTP-v9.0.0/Problems/NLP/NLP221-1.p,CNF,SAT,RFO,NEQ,,
16912,NLP246-10.p, CNF_SAT_RFO_PEQ_UEQ,,,114.0,114.0,205.0,TPTP-v9.0.0/Problems/NLP/NLP246-10.p,CNF,SAT,RFO,PEQ,UEQ,
